reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
6ea16540-ad18-4c3f-8674-33cd34cd9394,Syed Asif,https://play-lh.googleusercontent.com/a/ACg8ocLu1aq4EPQmT77-QETxL9dnbBZiZt-hRoO7WLv__-M_PFrCZg=mo,It's a very good source of entertainment,5,0,362.0.0.33.241,2025-01-12 12:12:20,,,362.0.0.33.241
e179b8df-01df-4310-a193-2ad5455c5758,Ayush Bamne,https://play-lh.googleusercontent.com/a-/ALV-UjUUXZ3IEUBkmDK8bpYyjAEeVkOgt8Gfq8iw__yQREIAVLn9KvP8,Nice pic of the best,5,0,362.0.0.33.241,2025-01-12 12:12:10,,,362.0.0.33.241
e20fbb4a-b375-4e47-8a48-58a20701c92e,VÌSHÃL KÛMÅR,https://play-lh.googleusercontent.com/a-/ALV-UjWzrgA2gDN0R-UMHXbDikkHExoEJCsKsokw6Vm_9L3mbL9s5X7Z,Best 👑,5,0,362.0.0.33.241,2025-01-12 12:11:31,,,362.0.0.33.241
6bb11b5d-923e-4140-9a61-78d904a318fc,Adithyan Suresh,https://play-lh.googleusercontent.com/a/ACg8ocLJcS316evnHFV3lLb-BzjQ7Ng4Hs6LXnH82k_A0j5_azVidA=mo,Good,5,0,362.0.0.33.241,2025-01-12 12:11:04,,,362.0.0.33.241
74baa258-81e2-46d0-b3d9-17549743e6c9,Chandrakant Gaikwad,https://play-lh.googleusercontent.com/a/ACg8ocJ3e3YAKnPViMzubpa21QEdhAMGu3h5D06vItCoxMezIWIN8Q=mo,it's a very nice app it understands the mood of person so it's very nice app,5,1,,2025-01-12 12:11:04,,,
8e19c148-8060-44b9-896b-246396368260,Chinny Godwin,https://play-lh.googleusercontent.com/a/ACg8ocJDUy_DAhgHshCUKTuXmZcyBPlY-ZDmmlpj9gq11V2GAuBnCw=mo,Very nice app ❤️❤️❤️❤️,5,0,,2025-01-12 12:10:20,,,
4ba7ea51-0982-4309-89ab-7cbe5fec6468,Shree Krashan,https://play-lh.googleusercontent.com/a-/ALV-UjV4DNqndStcPBe99uENWIDQYE13xlfs30YJu_jRqf1un_ETw7E,This app very good content and injoy,5,0,362.0.0.33.241,2025-01-12 12:10:14,,,362.0.0.33.241
0f7b3515-1c4a-48e3-8cd5-cfe12a5cc859,Udoy Singh pebam,https://play-lh.googleusercontent.com/a-/ALV-UjUbzNp_hT_i7ii9qvqhVMXVwvBzlZLfRuQynOVl3J--HrTRdt2_,😁,5,0,,2025-01-12 12:09:40,,,
c99bbf00-dd59-4daa-bc39-ae47893ae850,Adil Shaikh,https://play-lh.googleusercontent.com/a-/ALV-UjWUCVuJ8ySJsGg2fQXaXTaTikpK7Ij4guYc4vIT6pemmBoaMjM,Dil dukhane wali shayari,5,0,344.1.0.42.92,2025-01-12 12:09:02,,,344.1.0.42.92
76d078bf-234b-4b93-b844-b824a6a203bc,Gal Gadot,https://play-lh.googleusercontent.com/a/ACg8ocIQJDxeRgz8DQRKRBPmGS6MOAaywzooggZ97rMGcd2ne4kX0g=mo,Love it 😍,5,0,362.0.0.33.241,2025-01-12 12:08:12,,,362.0.0.33.241
